sigma,x,y,theta,w
0.0,18.508269888622095,12.092740300781328,-0.2668221103464407,0.7
0.0,12.846938804251279,0.0341857384141014,-0.21195433716458006,0.7
0.0,16.57149242874753,13.76972485982094,-0.5852548138563357,0.7
0.0,5.075800005663698,6.244095468973516,-0.5337383370077134,0.7
0.0,8.47287186278028,2.720909005627601,-0.5338476025633087,0.7
0.0,9.803420355026724,16.38535055011842,-0.4672764721415666,0.7
0.0,10.79052348185648,19.810521279696573,-0.022563689008844742,0.7
0.0,6.463121812460205,5.907499728076815,-0.619701455491757,0.7
0.0,10.539997720999189,19.73168576138057,0.05164202843844491,0.7
0.0,6.911524645860972,7.28110286354141,-0.6515750688004845,0.7
0.0,5.981164897928234,7.917936479276554,-0.45887098155695283,0.7
0.0,13.805989344007335,15.386955504031413,-0.6867475541503121,0.7
0.0,17.61016298369512,10.733931104620897,-0.5537399023970702,0.7
0.0,19.31219866602106,12.737780719801274,-0.4456936535788842,0.7
0.0,10.168093002138445,5.759176698760682,-0.4181063796320359,0.7
0.0,5.511361874879358,6.1338264856287505,-0.561984281957857,0.7
0.0,11.626372034348819,1.4215100581221174,-0.19329948892157994,0.7
0.0,7.4503425491365896,4.384874865107134,-0.5563233944951212,0.7
0.0,16.16349701172813,2.5793880058083714,0.13063580939302954,0.7
0.0,18.99004663028045,12.64133312852045,-0.6680822046009214,0.7
0.0,7.52800833064943,3.493327132195977,-0.7500804075478567,0.7
0.0,19.39272337547463,7.979592488874295,-0.5216872264705757,0.7
0.0,4.1395154730924535,4.863673587520973,-0.6304527330668086,0.7
0.0,10.938381540910537,19.61298565138001,0.05870861763821919,0.7
0.0,10.77036869996379,5.953160723376553,-0.29539417434759885,0.7
0.0,6.271546144916328,2.234220022727712,-0.49158077687622037,0.7
0.0,11.495416974386425,12.014274942983674,-0.6596701717855793,0.7
0.0,0.4089861357438976,10.259282417459108,-0.6182468812620553,0.7
0.0,9.945757801896459,0.8479800079511468,-0.06044757883038704,0.7
0.0,5.675299516177033,6.288761992580168,-0.7970438334941952,0.7
0.0,9.732556478107947,16.54233543846518,-0.5061637465281232,0.7
0.0,18.26525946057072,14.925794458533245,-0.38961905865191554,0.7
0.0,11.0735406455963,17.705084047956166,-0.2710178856412927,0.7
0.0,10.438779842484898,18.062117829585983,0.05135346122944706,0.7
0.0,4.403902640213461,6.379869932319686,-0.5839316671926222,0.7
0.0,9.263607443498264,7.001454427094468,-0.844088569878231,0.7
0.0,12.409103297835196,4.024968760769704,-0.3164384655507985,0.7
0.0,16.60415857002543,16.95400814884714,-0.4952496913062234,0.7
0.0,8.812042115853723,1.1662096900747785,-0.17564138765117399,0.7
0.0,4.028927118351015,5.4590357028596594,-0.6784617835789933,0.7
0.0,11.969661263770762,2.2353581748911977,-0.298779908511445,0.7
0.0,14.49430426677051,14.610736687634846,-0.46265849936177517,0.7
0.0,5.466281256176593,5.806429205776131,-0.7785518939893781,0.7
0.0,18.704370270531253,7.649763518645955,-0.48876015069711615,0.7
0.0,5.478532069101922,5.021175832997745,-0.7924194887301227,0.7
0.0,12.967008244997617,0.7050115864529308,-0.07856797253248571,0.7
0.0,15.243652431537372,13.0868081075562,-0.5749042190616926,0.7
0.0,10.64522260383051,18.65776826418183,0.08402571696546116,0.7
0.0,7.486880024413094,4.917481323275743,-0.6467914715830523,0.7
0.0,19.550249497940126,9.523767731761367,-0.5200349928915917,0.7
0.0,19.428593406738916,10.985713544111377,-0.4662208778098805,0.7
0.0,9.588208167750542,2.573795724367444,-0.2254344761071122,0.7
0.0,13.501496255765936,2.108359680716472,-0.6867754285512897,0.7
0.0,1.8385839452530084,6.7933944705884155,-0.8462909022294094,0.7
0.0,12.840446347602272,12.417686603842737,-0.36083197994165683,0.7
0.0,8.901978927838815,11.436626719637506,-0.23466066439709854,0.7
0.0,19.457327588997682,8.981878178331636,-0.5924450590163304,0.7
0.0,10.639535237140851,13.68887615249952,-0.22775663586266748,0.7
0.0,13.253578071918716,1.3994848225900736,-0.3716669348500757,0.7
0.0,16.552321367161795,14.060103802917023,-0.7535488793981984,0.7
0.0,12.680935134002329,2.8386352714048346,-0.43401252341386143,0.7
0.0,10.54794023249357,12.312323321075729,-0.5195150523508543,0.7
0.0,13.095688197565176,14.306449452663536,-0.3459665147847064,0.7
0.0,7.368959846346128,6.308481195554268,-0.8265456798000265,0.7
0.0,13.69374828488897,2.147547734485708,-0.6951105986217975,0.7
0.0,13.998023801002407,18.29136391550815,-0.3939158258581919,0.7
0.0,11.977419744480676,15.82197257605559,-0.3624583046060206,0.7
0.0,12.225495226528352,13.485098701711205,-0.5608526129117081,0.7
0.0,13.91557516657433,17.796671839731108,-0.15984428290429903,0.7
0.0,8.901267072138218,13.349009865043913,0.012779828735074827,0.7
0.0,9.483055397029732,0.9644993434804565,-0.1676331404987946,0.7
0.0,14.805150910576701,10.074981540068933,-0.6173787304290069,0.7
0.0,5.149851578891129,3.700453465637445,-0.7401720829662265,0.7
0.0,17.957613308381866,15.030178435097403,-0.4341627935932796,0.7
0.0,16.23883838326031,12.13450745164965,-0.3696919928042284,0.7
0.0,13.515353975928988,9.499098079451118,-0.4939295078389343,0.7
0.0,13.29016421324,2.834578556008769,-0.6347615742018728,0.7
0.0,15.049248682324816,0.7932966369477837,-0.02020498389986175,0.7
0.0,5.858461741669008,1.4980376170161396,-0.6286358266899358,0.7
0.0,7.385724318236999,4.39297192468298,-0.42519585823075745,0.7
0.0,7.667946976183905,2.220051238272571,-0.5761617152664662,0.7
0.0,10.254465332959963,4.136257782274039,-0.20729710948581648,0.7
0.0,6.1845042952583045,8.327639366039138,-0.6017817147496056,0.7
0.0,6.810022835708322,2.887258205690345,-0.6206789495114472,0.7
0.0,4.471394182891629,4.58478857334164,-0.6252579507643655,0.7
